CensusPlaceCode,ST,STName,County,PlaceNameLong,PlaceNameShort,CensusPlaceName,,,,,,,,,
1913955110,IA,Iowa,Muscatine,City of Muscatine,Muscatine,Muscatine city,,,,,,,,,
1913956685,IA,Iowa,Muscatine,City of Nichols,Nichols,Nichols city,,,,,,,,,
1913975450,IA,Iowa,Muscatine,City of Stockton,Stockton,Stockton city,,,,,,,,,
1913981705,IA,Iowa,Muscatine,City of Walcott - Muscatine County Portion,Walcott [Muscatine Co],Walcott city (pt.),,,,,,,,,
1913984315,IA,Iowa,Muscatine,City of West Liberty,West Liberty,West Liberty city,,,,,,,,,
1913986070,IA,Iowa,Muscatine,City of Wilton - Muscatine County Portion,Wilton [Muscatine Co],Wilton city (pt.),,,,,,,,,
1913999990,IA,Iowa,Muscatine,Balance of Muscatine County,Unincorporated Muscatine County,Balance of Muscatine County,,,,,,,,,
1914100000,IA,Iowa,O'Brien,O'Brien County,O'Brien County,O'Brien County,,,,,,,,,
1914102530,IA,Iowa,O'Brien,City of Archer,Archer,Archer city,,,,,,,,,
1914110090,IA,Iowa,O'Brien,City of Calumet,Calumet,Calumet city,,,,,,,,,
1914134725,IA,Iowa,O'Brien,City of Hartley,Hartley,Hartley city,,,,,,,,,
1914161905,IA,Iowa,O'Brien,City of Paullina,Paullina,Paullina city,,,,,,,,,
1914164650,IA,Iowa,O'Brien,City of Primghar,Primghar,Primghar city,,,,,,,,,
1914170410,IA,Iowa,O'Brien,City of Sanborn,Sanborn,Sanborn city,,,,,,,,,
1914172390,IA,Iowa,O'Brien,City of Sheldon - O'Brien County Portion,Sheldon [O'Brien Co],Sheldon city (pt.),,,,,,,,,
1914176485,IA,Iowa,O'Brien,City of Sutherland,Sutherland,Sutherland city,,,,,,,,,
1914199990,IA,Iowa,O'Brien,Balance of O'Brien County,Unincorporated O'Brien County,Balance of O'Brien County,,,,,,,,,
1914300000,IA,Iowa,Osceola,Osceola County,Osceola County,Osceola County,,,,,,,,,
1914303295,IA,Iowa,Osceola,City of Ashton,Ashton,Ashton city,,,,,,,,,
1914334635,IA,Iowa,Osceola,City of Harris,Harris,Harris city,,,,,,,,,
1914351060,IA,Iowa,Osceola,City of Melvin,Melvin,Melvin city,,,,,,,,,
1914358530,IA,Iowa,Osceola,City of Ocheyedan,Ocheyedan,Ocheyedan city,,,,,,,,,
1914372975,IA,Iowa,Osceola,City of Sibley,Sibley,Sibley city,,,,,,,,,
1914399990,IA,Iowa,Osceola,Balance of Osceola County,Unincorporated Osceola County,Balance of Osceola County,,,,,,,,,
1914500000,IA,Iowa,Page,Page County,Page County,Page County,,,,,,,,,
1914506895,IA,Iowa,Page,City of Blanchard,Blanchard,Blanchard city,,,,,,,,,
1914507930,IA,Iowa,Page,City of Braddyville,Braddyville,Braddyville city,,,,,,,,,
1914513575,IA,Iowa,Page,City of Clarinda,Clarinda,Clarinda city,,,,,,,,,
1914514970,IA,Iowa,Page,City of Coin,Coin,Coin city,,,,,,,,,
1914515105,IA,Iowa,Page,City of College Springs,College Springs,College Springs city,,,,,,,,,
1914525815,IA,Iowa,Page,City of Essex,Essex,Essex city,,,,,,,,,
1914557045,IA,Iowa,Page,City of Northboro,Northboro,Northboro city,,,,,,,,,
1914571895,IA,Iowa,Page,City of Shambaugh,Shambaugh,Shambaugh city,,,,,,,,,
1914572525,IA,Iowa,Page,City of Shenandoah - Page County Portion,Shenandoah [Page Co],Shenandoah city (pt.),,,,,,,,,
1914587420,IA,Iowa,Page,City of Yorktown,Yorktown,Yorktown city,,,,,,,,,
1914599990,IA,Iowa,Page,Balance of Page County,Unincorporated Page County,Balance of Page County,,,,,,,,,
1914700000,IA,Iowa,Palo Alto,Palo Alto County,Palo Alto County,Palo Alto County,,,,,,,,,
1914704105,IA,Iowa,Palo Alto,City of Ayrshire,Ayrshire,Ayrshire city,,,,,,,,,
1914717895,IA,Iowa,Palo Alto,City of Curlew,Curlew,Curlew city,,,,,,,,,
1914717985,IA,Iowa,Palo Alto,City of Cylinder,Cylinder,Cylinder city,,,,,,,,,
1914725590,IA,Iowa,Palo Alto,City of Emmetsburg,Emmetsburg,Emmetsburg city,,,,,,,,,
1914731800,IA,Iowa,Palo Alto,City of Graettinger,Graettinger,Graettinger city,,,,,,,,,
1914748585,IA,Iowa,Palo Alto,City of Mallard,Mallard,Mallard city,,,,,,,,,
1914768340,IA,Iowa,Palo Alto,City of Rodman,Rodman,Rodman city,,,,,,,,,
1914769330,IA,Iowa,Palo Alto,City of Ruthven,Ruthven,Ruthven city,,,,,,,,,
1914783550,IA,Iowa,Palo Alto,City of West Bend - Palo Alto County Portion,West Bend [Palo Alto Co],West Bend city (pt.),,,,,,,,,
1914799990,IA,Iowa,Palo Alto,Balance of Palo Alto County,Unincorporated Palo Alto County,Balance of Palo Alto County,,,,,,,,,
1914900000,IA,Iowa,Plymouth,Plymouth County,Plymouth County,Plymouth County,,,,,,,,,
1914900775,IA,Iowa,Plymouth,City of Akron,Akron,Akron city,,,,,,,,,
1914908875,IA,Iowa,Plymouth,City of Brunsville,Brunsville,Brunsville city,,,,,,,,,
1914916950,IA,Iowa,Plymouth,City of Craig,Craig,Craig city,,,,,,,,,
1914936480,IA,Iowa,Plymouth,City of Hinton,Hinton,Hinton city,,,,,,,,,
1914941385,IA,Iowa,Plymouth,City of Kingsley,Kingsley,Kingsley city,,,,,,,,,
1914944400,IA,Iowa,Plymouth,City of Le Mars,Le Mars,Le Mars city,,,,,,,,,
1914951375,IA,Iowa,Plymouth,City of Merrill,Merrill,Merrill city,,,,,,,,,
1914960780,IA,Iowa,Plymouth,City of Oyens,Oyens,Oyens city,,,,,,,,,
1914966405,IA,Iowa,Plymouth,City of Remsen,Remsen,Remsen city,,,,,,,,,
1914973335,IA,Iowa,Plymouth,City of Sioux City - Plymouth County Portion,Sioux City [Plymouth Co],Sioux City city (pt.),,,,,,,,,
1914975945,IA,Iowa,Plymouth,City of Struble,Struble,Struble city,,,,,,,,,
1914984090,IA,Iowa,Plymouth,City of Westfield,Westfield,Westfield city,,,,,,,,,
1914999990,IA,Iowa,Plymouth,Balance of Plymouth County,Unincorporated Plymouth County,Balance of Plymouth County,,,,,,,,,
1915100000,IA,Iowa,Pocahontas,Pocahontas County,Pocahontas County,Pocahontas County,,,,,,,,,
1915128245,IA,Iowa,Pocahontas,City of Fonda,Fonda,Fonda city,,,,,,,,,
1915130945,IA,Iowa,Pocahontas,City of Gilmore City - Pocahontas County Portion,Gilmore City [Pocahontas Co],Gilmore City city (pt.),,,,,,,,,
1915135130,IA,Iowa,Pocahontas,City of Havelock,Havelock,Havelock city,,,,,,,,,
1915143725,IA,Iowa,Pocahontas,City of Laurens,Laurens,Laurens city,,,,,,,,,
1915161050,IA,Iowa,Pocahontas,City of Palmer,Palmer,Palmer city,,,,,,,,,
1915163840,IA,Iowa,Pocahontas,City of Plover,Plover,Plover city,,,,,,,,,
1915163975,IA,Iowa,Pocahontas,City of Pocahontas,Pocahontas,Pocahontas city,,,,,,,,,
1915168520,IA,Iowa,Pocahontas,City of Rolfe,Rolfe,Rolfe city,,,,,,,,,
1915180535,IA,Iowa,Pocahontas,City of Varina,Varina,Varina city,,,,,,,,,
1915199990,IA,Iowa,Pocahontas,Balance of Pocahontas County,Unincorporated Pocahontas County,Balance of Pocahontas County,,,,,,,,,
1915300000,IA,Iowa,Polk,Polk County,Polk County,Polk County,,,,,,,,,
1915301180,IA,Iowa,Polk,City of Alleman,Alleman,Alleman city,,,,,,,,,
1915301630,IA,Iowa,Polk,City of Altoona,Altoona,Altoona city,,,,,,,,,
1915302305,IA,Iowa,Polk,City of Ankeny,Ankeny,Ankeny city,,,,,,,,,
1915307390,IA,Iowa,Polk,City of Bondurant,Bondurant,Bondurant city,,,,,,,,,
1915310765,IA,Iowa,Polk,City of Carlisle - Polk County Portion,Carlisle [Polk Co],Carlisle city (pt.),,,,,,,,,
1915314520,IA,Iowa,Polk,City of Clive - Polk County Portion,Clive [Polk Co],Clive city (pt.),,,,,,,,,
1915321000,IA,Iowa,Polk,City of Des Moines - Polk County Portion,Des Moines [Polk Co],Des Moines city (pt.),,,,,,,,,
1915324735,IA,Iowa,Polk,City of Elkhart,Elkhart,Elkhart city,,,,,,,,,
1915332160,IA,Iowa,Polk,City of Granger - Polk County Portion,Granger [Polk Co],Granger city (pt.),,,,,,,,,
1915333060,IA,Iowa,Polk,City of Grimes - Polk County Portion,Grimes [Polk Co],Grimes city (pt.),,,,,,,,,
1915339765,IA,Iowa,Polk,City of Johnston,Johnston,Johnston city,,,,,,,,,
1915352950,IA,Iowa,Polk,City of Mitchellville - Polk County Portion,Mitchellville [Polk Co],Mitchellville city (pt.),,,,,,,,,
1915357675,IA,Iowa,Polk,City of Norwalk - Polk County Portion,Norwalk [Polk Co],Norwalk city (pt.),,,,,,,,,
1915363525,IA,Iowa,Polk,City of Pleasant Hill,Pleasant Hill,Pleasant Hill city,,,,,,,,,
1915364020,IA,Iowa,Polk,City of Polk City,Polk City,Polk City city,,,,,,,,,
1915369240,IA,Iowa,Polk,City of Runnells,Runnells,Runnells city,,,,,,,,,
1915372345,IA,Iowa,Polk,City of Sheldahl - Polk County Portion,Sheldahl [Polk Co],Sheldahl city (pt.),,,,,,,,,
1915379950,IA,Iowa,Polk,City of Urbandale - Polk County Portion,Urbandale [Polk Co],Urbandale city (pt.),,,,,,,,,
1915383910,IA,Iowa,Polk,City of West Des Moines - Polk County Portion,West Des Moines [Polk Co],West Des Moines city (pt.),,,,,,,,,
1915386250,IA,Iowa,Polk,City of Windsor Heights,Windsor Heights,Windsor Heights city,,,,,,,,,
1915399990,IA,Iowa,Polk,Balance of Polk County,Unincorporated Polk County,Balance of Polk County,,,,,,,,,
1915500000,IA,Iowa,Pottawattamie,Pottawattamie County,Pottawattamie County,Pottawattamie County,,,,,,,,,
1915503970,IA,Iowa,Pottawattamie,City of Avoca,Avoca,Avoca city,,,,,,,,,
1915511170,IA,Iowa,Pottawattamie,City of Carson,Carson,Carson city,,,,,,,,,
1915511215,IA,Iowa,Pottawattamie,City of Carter Lake,Carter Lake,Carter Lake city,,,,,,,,,
1915516860,IA,Iowa,Pottawattamie,City of Council Bluffs,Council Bluffs,Council Bluffs city,,,,,,,,,
1915517175,IA,Iowa,Pottawattamie,City of Crescent,Crescent,Crescent city,,,,,,,,,
1915534005,IA,Iowa,Pottawattamie,City of Hancock,Hancock,Hancock city,,,,,,,,,
1915547865,IA,Iowa,Pottawattamie,City of McClelland,McClelland,McClelland city,,,,,,,,,
1915547955,IA,Iowa,Pottawattamie,City of Macedonia,Macedonia,Macedonia city,,,,,,,,,
1915552590,IA,Iowa,Pottawattamie,City of Minden,Minden,Minden city,,,,,,,,,
1915555560,IA,Iowa,Pottawattamie,City of Neola,Neola,Neola city,,,,,,,,,
1915558080,IA,Iowa,Pottawattamie,City of Oakland,Oakland,Oakland city,,,,,,,,,
1915572300,IA,Iowa,Pottawattamie,City of Shelby - Pottawattamie County Portion,Shelby [Pottawattamie Co],Shelby city (pt.),,,,,,,,,
1915578825,IA,Iowa,Pottawattamie,City of Treynor,Treynor,Treynor city,,,,,,,,,
1915579500,IA,Iowa,Pottawattamie,City of Underwood,Underwood,Underwood city,,,,,,,,,
1915582065,IA,Iowa,Pottawattamie,City of Walnut,Walnut,Walnut city,,,,,,,,,
1915599990,IA,Iowa,Pottawattamie,Balance of Pottawattamie County,Unincorporated Pottawattamie County,Balance of Pottawattamie County,,,,,,,,,
1915700000,IA,Iowa,Poweshiek,Poweshiek County,Poweshiek County,Poweshiek County,,,,,,,,,
1915704555,IA,Iowa,Poweshiek,City of Barnes City - Poweshiek County Portion,Barnes City [Poweshiek Co],Barnes City city (pt.),,,,,,,,,
1915708695,IA,Iowa,Poweshiek,City of Brooklyn,Brooklyn,Brooklyn city,,,,,,,,,
1915719495,IA,Iowa,Poweshiek,City of Deep River,Deep River,Deep River city,,,,,,,,,
1915733105,IA,Iowa,Poweshiek,City of Grinnell,Grinnell,Grinnell city,,,,,,,,,
1915733285,IA,Iowa,Poweshiek,City of Guernsey,Guernsey,Guernsey city,,,,,,,,,
1915734770,IA,Iowa,Poweshiek,City of Hartwick,Hartwick,Hartwick city,,,,,,,,,
1915748540,IA,Iowa,Poweshiek,City of Malcom,Malcom,Malcom city,,,,,,,,,
1915753490,IA,Iowa,Poweshiek,City of Montezuma,Montezuma,Montezuma city,,,,,,,,,
1915771355,IA,Iowa,Poweshiek,City of Searsboro,Searsboro,Searsboro city,,,,,,,,,
1915780805,IA,Iowa,Poweshiek,City of Victor - Poweshiek County Portion,Victor [Poweshiek Co],Victor city (pt.),,,,,,,,,
1915799990,IA,Iowa,Poweshiek,Balance of Poweshiek County,Unincorporated Poweshiek County,Balance of Poweshiek County,,,,,,,,,
1915900000,IA,Iowa,Ringgold,Ringgold County,Ringgold County,Ringgold County,,,,,,,,,
1915905095,IA,Iowa,Ringgold,City of Beaconsfield,Beaconsfield,Beaconsfield city,,,,,,,,,
1915905905,IA,Iowa,Ringgold,City of Benton,Benton,Benton city,,,,,,,,,
1915913980,IA,Iowa,Ringgold,City of Clearfield - Ringgold County Portion,Clearfield [Ringgold Co],Clearfield city (pt.),,,,,,,,,
1915921270,IA,Iowa,Ringgold,City of Diagonal,Diagonal,Diagonal city,,,,,,,,,
1915925005,IA,Iowa,Ringgold,City of Ellston,Ellston,Ellston city,,,,,,,,,
1915940350,IA,Iowa,Ringgold,City of Kellerton,Kellerton,Kellerton city,,,,,,,,,
1915948675,IA,Iowa,Ringgold,City of Maloy,Maloy,Maloy city,,,,,,,,,
1915954480,IA,Iowa,Ringgold,City of Mount Ayr,Mount Ayr,Mount Ayr city,,,,,,,,,
1915966000,IA,Iowa,Ringgold,City of Redding,Redding,Redding city,,,,,,,,,
1915971940,IA,Iowa,Ringgold,City of Shannon City - Ringgold County Portion,Shannon City [Ringgold Co],Shannon City city (pt.),,,,,,,,,
1915978195,IA,Iowa,Ringgold,City of Tingley,Tingley,Tingley city,,,,,,,,,
1915999990,IA,Iowa,Ringgold,Balance of Ringgold County,Unincorporated Ringgold County,Balance of Ringgold County,,,,,,,,,
1916100000,IA,Iowa,Sac,Sac County,Sac County,Sac County,,,,,,,,,
1916103610,IA,Iowa,Sac,City of Auburn,Auburn,Auburn city,,,,,,,,,
1916123475,IA,Iowa,Sac,City of Early,Early,Early city,,,,,,,,,
1916142690,IA,Iowa,Sac,City of Lake View,Lake View,Lake View city,,,,,,,,,
1916147730,IA,Iowa,Sac,City of Lytton - Sac County Portion,Lytton [Sac Co],Lytton city (pt.),,,,,,,,,
1916155515,IA,Iowa,Sac,City of Nemaha,Nemaha,Nemaha city,,,,,,,,,
1916158575,IA,Iowa,Sac,City of Odebolt,Odebolt,Odebolt city,,,,,,,,,
1916169645,IA,Iowa,Sac,City of Sac City,Sac City,Sac City city,,,,,,,,,
1916171085,IA,Iowa,Sac,City of Schaller,Schaller,Schaller city,,,,,,,,,
1916182020,IA,Iowa,Sac,City of Wall Lake,Wall Lake,Wall Lake city,,,,,,,,,
1916199990,IA,Iowa,Sac,Balance of Sac County,Unincorporated Sac County,Balance of Sac County,,,,,,,,,
1916300000,IA,Iowa,Scott,Scott County,Scott County,Scott County,,,,,,,,,
1916306355,IA,Iowa,Scott,City of Bettendorf,Bettendorf,Bettendorf city,,,,,,,,,
1916307075,IA,Iowa,Scott,City of Blue Grass - Scott County Portion,Blue Grass [Scott Co],Blue Grass city (pt.),,,,,,,,,
1916309235,IA,Iowa,Scott,City of Buffalo,Buffalo,Buffalo city,,,,,,,,,
1916319000,IA,Iowa,Scott,City of Davenport,Davenport,Davenport city,,,,,,,,,
1916321540,IA,Iowa,Scott,City of Dixon,Dixon,Dixon city,,,,,,,,,
1916321720,IA,Iowa,Scott,City of Donahue,Donahue,Donahue city,,,,,,,,,
1916322980,IA,Iowa,Scott,City of Durant - Scott County Portion,Durant [Scott Co],Durant city (pt.),,,,,,,,,
1916324600,IA,Iowa,Scott,City of Eldridge,Eldridge,Eldridge city,,,,,,,,,
1916344085,IA,Iowa,Scott,City of Le Claire,Le Claire,Le Claire city,,,,,,,,,
1916346425,IA,Iowa,Scott,City of Long Grove,Long Grove,Long Grove city,,,,,,,,,
1916347820,IA,Iowa,Scott,City of McCausland,McCausland,McCausland city,,,,,,,,,
1916350655,IA,Iowa,Scott,City of Maysville,Maysville,Maysville city,,,,,,,,,
1916356280,IA,Iowa,Scott,City of New Liberty,New Liberty,New Liberty city,,,,,,,,,
1916361365,IA,Iowa,Scott,City of Panorama Park,Panorama Park,Panorama Park city,,,,,,,,,
1916364740,IA,Iowa,Scott,City of Princeton,Princeton,Princeton city,,,,,,,,,
1916367350,IA,Iowa,Scott,City of Riverdale,Riverdale,Riverdale city,,,,,,,,,
1916381705,IA,Iowa,Scott,City of Walcott - Scott County Portion,Walcott [Scott Co],Walcott city (pt.),,,,,,,,,
1916399990,IA,Iowa,Scott,Balance of Scott County,Unincorporated Scott County,Balance of Scott County,,,,,,,,,
1916500000,IA,Iowa,Shelby,Shelby County,Shelby County,Shelby County,,,,,,,,,
1916519585,IA,Iowa,Shelby,City of Defiance,Defiance,Defiance city,,,,,,,,,
1916523385,IA,Iowa,Shelby,City of Earling,Earling,Earling city,,,,,,,,,
1916524780,IA,Iowa,Shelby,City of Elk Horn,Elk Horn,Elk Horn city,,,,,,,,,
1916534500,IA,Iowa,Shelby,City of Harlan,Harlan,Harlan city,,,,,,,,,
1916539000,IA,Iowa,Shelby,City of Irwin,Irwin,Irwin city,,,,,,,,,
1916541520,IA,Iowa,Shelby,City of Kirkman,Kirkman,Kirkman city,,,,,,,,,
1916561275,IA,Iowa,Shelby,City of Panama,Panama,Panama city,,,,,,,,,
1916564200,IA,Iowa,Shelby,City of Portsmouth,Portsmouth,Portsmouth city,,,,,,,,,
1916572300,IA,Iowa,Shelby,City of Shelby - Shelby County Portion,Shelby [Shelby Co],Shelby city (pt.),,,,,,,,,
1916577430,IA,Iowa,Shelby,City of Tennant,Tennant,Tennant city,,,,,,,,,
1916584540,IA,Iowa,Shelby,City of Westphalia,Westphalia,Westphalia city,,,,,,,,,
1916599990,IA,Iowa,Shelby,Balance of Shelby County,Unincorporated Shelby County,Balance of Shelby County,,,,,,,,,
1916700000,IA,Iowa,Sioux,Sioux County,Sioux County,Sioux County,,,,,,,,,
1916701585,IA,Iowa,Sioux,City of Alton,Alton,Alton city,,,,,,,,,
1916707840,IA,Iowa,Sioux,City of Boyden,Boyden,Boyden city,,,,,,,,,
1916712945,IA,Iowa,Sioux,City of Chatsworth,Chatsworth,Chatsworth city,,,,,,,,,
1916732475,IA,Iowa,Sioux,City of Granville,Granville,Granville city,,,,,,,,,
1916735265,IA,Iowa,Sioux,City of Hawarden,Hawarden,Hawarden city,,,,,,,,,
1916737290,IA,Iowa,Sioux,City of Hospers,Hospers,Hospers city,,,,,,,,,
1916737515,IA,Iowa,Sioux,City of Hull,Hull,Hull city,,,,,,,,,
1916738820,IA,Iowa,Sioux,City of Ireton,Ireton,Ireton city,,,,,,,,,
1916750385,IA,Iowa,Sioux,City of Matlock,Matlock,Matlock city,,,,,,,,,
1916750430,IA,Iowa,Sioux,City of Maurice,Maurice,Maurice city,,,,,,,,,
1916759475,IA,Iowa,Sioux,City of Orange City,Orange City,Orange City city,,,,,,,,,
1916768205,IA,Iowa,Sioux,City of Rock Valley,Rock Valley,Rock Valley city,,,,,,,,,
1916772390,IA,Iowa,Sioux,City of Sheldon - Sioux County Portion,Sheldon [Sioux Co],Sheldon city (pt.),,,,,,,,,
1916773290,IA,Iowa,Sioux,City of Sioux Center,Sioux Center,Sioux Center city,,,,,,,,,
1916799990,IA,Iowa,Sioux,Balance of Sioux County,Unincorporated Sioux County,Balance of Sioux County,,,,,,,,,
1916900000,IA,Iowa,Story,Story County,Story County,Story County,,,,,,,,,
1916901855,IA,Iowa,Story,City of Ames,Ames,Ames city,,,,,,,,,
1916910225,IA,Iowa,Story,City of Cambridge,Cambridge,Cambridge city,,,,,,,,,
1916915195,IA,Iowa,Story,City of Collins,Collins,Collins city,,,,,,,,,
1916915240,IA,Iowa,Story,City of Colo,Colo,Colo city,,,,,,,,,
1916930630,IA,Iowa,Story,City of Gilbert,Gilbert,Gilbert city,,,,,,,,,
1916937920,IA,Iowa,Story,City of Huxley,Huxley,Huxley city,,,,,,,,,
1916940395,IA,Iowa,Story,City of Kelley,Kelley,Kelley city,,,,,,,,,
1916947775,IA,Iowa,Story,City of McCallsburg,McCallsburg,McCallsburg city,,,,,,,,,
1916950520,IA,Iowa,Story,City of Maxwell,Maxwell,Maxwell city,,,,,,,,,
1916955695,IA,Iowa,Story,City of Nevada,Nevada,Nevada city,,,,,,,,,
1916968475,IA,Iowa,Story,City of Roland,Roland,Roland city,,,,,,,,,
1916972345,IA,Iowa,Story,City of Sheldahl - Story County Portion,Sheldahl [Story Co],Sheldahl city (pt.),,,,,,,,,
1916973515,IA,Iowa,Story,City of Slater - Story County Portion,Slater [Story Co],Slater city (pt.),,,,,,,,,
1916975675,IA,Iowa,Story,City of Story City,Story City,Story City city,,,,,,,,,
1916987555,IA,Iowa,Story,City of Zearing,Zearing,Zearing city,,,,,,,,,
1916999990,IA,Iowa,Story,Balance of Story County,Unincorporated Story County,Balance of Story County,,,,,,,,,
1917100000,IA,Iowa,Tama,Tama County,Tama County,Tama County,,,,,,,,,
1917112990,IA,Iowa,Tama,City of Chelsea,Chelsea,Chelsea city,,,,,,,,,
1917114655,IA,Iowa,Tama,City of Clutier,Clutier,Clutier city,,,,,,,,,
1917123160,IA,Iowa,Tama,City of Dysart,Dysart,Dysart city,,,,,,,,,
1917124375,IA,Iowa,Tama,City of Elberon,Elberon,Elberon city,,,,,,,,,
1917130045,IA,Iowa,Tama,City of Garwin,Garwin,Garwin city,,,,,,,,,
1917131035,IA,Iowa,Tama,City of Gladbrook,Gladbrook,Gladbrook city,,,,,,,,,
1917144220,IA,Iowa,Tama,City of Le Grand - Tama County Portion,Le Grand [Tama Co],Le Grand city (pt.),,,,,,,,,
1917145255,IA,Iowa,Tama,City of Lincoln,Lincoln,Lincoln city,,,,,,,,,
1917153670,IA,Iowa,Tama,City of Montour,Montour,Montour city,,,,,,,,,
1917177115,IA,Iowa,Tama,City of Tama,Tama,Tama city,,,,,,,,,
1917178510,IA,Iowa,Tama,City of Toledo,Toledo,Toledo city,,,,,,,,,
1917178735,IA,Iowa,Tama,City of Traer,Traer,Traer city,,,,,,,,,
1917181120,IA,Iowa,Tama,City of Vining,Vining,Vining city,,,,,,,,,
1917199990,IA,Iowa,Tama,Balance of Tama County,Unincorporated Tama County,Balance of Tama County,,,,,,,,,
1917300000,IA,Iowa,Taylor,Taylor County,Taylor County,Taylor County,,,,,,,,,
1917305365,IA,Iowa,Taylor,City of Bedford,Bedford,Bedford city,,,,,,,,,
1917306985,IA,Iowa,Taylor,City of Blockton,Blockton,Blockton city,,,,,,,,,
1917313980,IA,Iowa,Taylor,City of Clearfield - Taylor County Portion,Clearfield [Taylor Co],Clearfield city (pt.),,,,,,,,,
1917315960,IA,Iowa,Taylor,City of Conway,Conway,Conway city,,,,,,,,,
1917332520,IA,Iowa,Taylor,City of Gravity,Gravity,Gravity city,,,,,,,,,
1917344490,IA,Iowa,Taylor,City of Lenox - Taylor County Portion,Lenox [Taylor Co],Lenox city (pt.),,,,,,,,,
1917356370,IA,Iowa,Taylor,City of New Market,New Market,New Market city,,,,,,,,,
1917372075,IA,Iowa,Taylor,City of Sharpsburg,Sharpsburg,Sharpsburg city,,,,,,,,,
1917399990,IA,Iowa,Taylor,Balance of Taylor County,Unincorporated Taylor County,Balance of Taylor County,,,,,,,,,
1917500000,IA,Iowa,Union,Union County,Union County,Union County,,,,,,,,,
1917500595,IA,Iowa,Union,City of Afton,Afton,Afton city,,,,,,,,,
1917502800,IA,Iowa,Union,City of Arispe,Arispe,Arispe city,,,,,,,,,
1917517265,IA,Iowa,Union,City of Creston,Creston,Creston city,,,,,,,,,
1917517490,IA,Iowa,Union,City of Cromwell,Cromwell,Cromwell city,,,,,,,,,
1917546515,IA,Iowa,Union,City of Lorimor,Lorimor,Lorimor city,,,,,,,,,
1917571940,IA,Iowa,Union,City of Shannon City - Union County Portion,Shannon City [Union Co],Shannon City city (pt.),,,,,,,,,
1917577565,IA,Iowa,Union,City of Thayer,Thayer,Thayer city,,,,,,,,,
1917599990,IA,Iowa,Union,Balance of Union County,Unincorporated Union County,Balance of Union County,,,,,,,,,
1917700000,IA,Iowa,Van Buren,Van Buren County,Van Buren County,Van Buren County,,,,,,,,,
1917706625,IA,Iowa,Van Buren,City of Birmingham,Birmingham,Birmingham city,,,,,,,,,
1917707345,IA,Iowa,Van Buren,City of Bonaparte,Bonaparte,Bonaparte city,,,,,,,,,
1917710450,IA,Iowa,Van Buren,City of Cantril,Cantril,Cantril city,,,,,,,,,
1917726895,IA,Iowa,Van Buren,City of Farmington,Farmington,Farmington city,,,,,,,,,
1917740935,IA,Iowa,Van Buren,City of Keosauqua,Keosauqua,Keosauqua city,,,,,,,,,
1917752500,IA,Iowa,Van Buren,City of Milton,Milton,Milton city,,,,,,,,,
1917775405,IA,Iowa,Van Buren,City of Stockport,Stockport,Stockport city,,,,,,,,,
1917799990,IA,Iowa,Van Buren,Balance of Van Buren County,Unincorporated Van Buren County,Balance of Van Buren County,,,,,,,,,
1917900000,IA,Iowa,Wapello,Wapello County,Wapello County,Wapello County,,,,,,,,,
1917900640,IA,Iowa,Wapello,City of Agency,Agency,Agency city,,,,,,,,,
1917906850,IA,Iowa,Wapello,City of Blakesburg,Blakesburg,Blakesburg city,,,,,,,,,
1917913215,IA,Iowa,Wapello,City of Chillicothe,Chillicothe,Chillicothe city,,,,,,,,,
1917923970,IA,Iowa,Wapello,City of Eddyville - Wapello County Portion,Eddyville [Wapello Co],Eddyville city (pt.),,,,,,,,,
1917924420,IA,Iowa,Wapello,City of Eldon,Eldon,Eldon city,,,,,,,,,
1917941565,IA,Iowa,Wapello,City of Kirkville,Kirkville,Kirkville city,,,,,,,,,
1917960465,IA,Iowa,Wapello,City of Ottumwa,Ottumwa,Ottumwa city,,,,,,,,,
1917999990,IA,Iowa,Wapello,Balance of Wapello County,Unincorporated Wapello County,Balance of Wapello County,,,,,,,,,
1918100000,IA,Iowa,Warren,Warren County,Warren County,Warren County,,,,,,,,,
1918100235,IA,Iowa,Warren,City of Ackworth,Ackworth,Ackworth city,,,,,,,,,
1918106490,IA,Iowa,Warren,City of Bevington - Warren County Portion,Bevington [Warren Co],Bevington city (pt.),,,,,,,,,
1918110765,IA,Iowa,Warren,City of Carlisle - Warren County Portion,Carlisle [Warren Co],Carlisle city (pt.),,,,,,,,,
1918117850,IA,Iowa,Warren,City of Cumming,Cumming,Cumming city,,,,,,,,,
1918121000,IA,Iowa,Warren,City of Des Moines - Warren County Portion,Des Moines [Warren Co],Des Moines city (pt.),,,,,,,,,
1918134680,IA,Iowa,Warren,City of Hartford,Hartford,Hartford city,,,,,,,,,
1918138280,IA,Iowa,Warren,City of Indianola,Indianola,Indianola city,,,,,,,,,
1918142285,IA,Iowa,Warren,City of Lacona,Lacona,Lacona city,,,,,,,,,
1918149890,IA,Iowa,Warren,City of Martensdale,Martensdale,Martensdale city,,,,,,,,,
1918152455,IA,Iowa,Warren,City of Milo,Milo,Milo city,,,,,,,,,
1918156595,IA,Iowa,Warren,City of New Virginia,New Virginia,New Virginia city,,,,,,,,,
1918157675,IA,Iowa,Warren,City of Norwalk - Warren County Portion,Norwalk [Warren Co],Norwalk city (pt.),,,,,,,,,
1918170095,IA,Iowa,Warren,City of St. Marys,St. Marys,St. Marys city,,,,,,,,,
